job_id,inferred,type
3884429852,1,Dental insurance
3884429852,1,Medical insurance
3884429852,1,Vision insurance
3887495574,0,Medical insurance
3887495574,0,Vision insurance
3887495574,0,Dental insurance
3887495574,0,401(k)
3887495574,0,Pension plan
3884435199,1,Vision insurance
3887473502,1,Medical insurance
3887473502,1,Disability insurance
3887473502,1,401(k)
3884436671,0,Medical insurance
3884436671,0,Vision insurance
3884436671,0,Dental insurance
3884436671,0,Disability insurance
3884436671,0,Commuter benefits
3887702146,1,401(k)
3884912331,1,Medical insurance
3884912331,1,401(k)
3887496603,1,401(k)
3887496603,1,Disability insurance
3884431771,1,401(k)
3884934009,0,Medical insurance
3884934009,0,Vision insurance
3884934009,0,Dental insurance
3884934009,0,401(k)
3887496217,1,401(k)
3884919744,1,Tuition assistance
3884919744,1,Medical insurance
3887473088,0,Medical insurance
3887473088,0,Vision insurance
3887473088,0,Dental insurance
3887473088,0,401(k)
3884437420,1,401(k)
3887700209,1,401(k)
3887700209,1,Medical insurance
3887491563,1,401(k)
3884919538,0,Medical insurance
3884919538,0,Vision insurance
3884919538,0,Dental insurance
3884919538,0,401(k)
3884919538,0,Tuition assistance
3884434764,0,Medical insurance
3884434764,0,Vision insurance
3884434764,0,Dental insurance
3884434764,0,401(k)
3884434764,0,Paid maternity leave
3884431797,1,Dental insurance
3884431797,1,Medical insurance
3884431797,1,Vision insurance
3884435301,0,Medical insurance
3884435301,0,Vision insurance
3884435301,0,Dental insurance
3884435301,0,401(k)
3884435301,0,Paid maternity leave
3884435301,0,Paid paternity leave
3884435301,0,Disability insurance
3884914640,1,401(k)
3887489526,0,Medical insurance
3887489526,0,Vision insurance
3887489526,0,Dental insurance
3887489526,0,401(k)
3887489526,0,Disability insurance
3887489526,0,Commuter benefits
3887489526,0,Child care support
3887489526,0,Tuition assistance
3887489526,0,Paid maternity leave
3887489526,0,Paid paternity leave
3884919109,1,401(k)
3884436566,0,Medical insurance
3884436566,0,Vision insurance
3884436566,0,Dental insurance
3884436566,0,Pension plan
3884436566,0,Paid maternity leave
3884436566,0,Paid paternity leave
3887700528,1,401(k)
3884435887,0,Medical insurance
3884435887,0,Vision insurance
3884435887,0,Dental insurance
3884435887,0,401(k)
3884435887,0,Disability insurance
3884435887,0,Paid maternity leave
3884435887,0,Paid paternity leave
3884912537,0,Medical insurance
3884912537,0,Vision insurance
3884912537,0,Dental insurance
3884912537,0,401(k)
3884912537,0,Tuition assistance
3887701056,1,401(k)
3887701056,1,Disability insurance
3887702633,0,Medical insurance
3887702633,0,Vision insurance
3887702633,0,Dental insurance
3887702633,0,401(k)
3887702633,0,Disability insurance
3887499542,1,401(k)
3884435829,1,401(k)
3887701518,1,401(k)
3887701518,1,Disability insurance
3884912600,0,Medical insurance
3884912600,0,Vision insurance
3884912600,0,Dental insurance
3884912600,0,401(k)
3884912600,0,Paid maternity leave
3884912600,0,Tuition assistance
3884912600,0,Disability insurance
3887495294,1,Medical insurance
3887495294,1,Vision insurance
3887495294,1,Dental insurance
3884928227,1,Vision insurance
3884928227,1,401(k)
3887499347,1,401(k)
3884438307,1,401(k)
3884440074,0,Medical insurance
3884440074,0,Vision insurance
3884440074,0,Dental insurance
3884440074,0,401(k)
3887494377,1,401(k)
3884435278,0,Medical insurance
3884435278,0,Vision insurance
3884435278,0,Dental insurance
3884435278,0,Pension plan
3884435278,0,Paid maternity leave
3884435278,0,Paid paternity leave
3884439235,0,Medical insurance
3884439235,0,Vision insurance
3884439235,0,Dental insurance
3884919534,0,Medical insurance
3884919534,0,Vision insurance
3884919534,0,Dental insurance
3884919534,0,401(k)
3887493104,1,401(k)
3884922078,1,Vision insurance
3884922078,1,401(k)
3884912743,0,Medical insurance
3884912743,0,Vision insurance
3884912743,0,Dental insurance
3884912743,0,401(k)
3887479250,0,Medical insurance
3887479250,0,Vision insurance
3887479250,0,Dental insurance
3887479250,0,401(k)
3884431807,0,Medical insurance
3884431807,0,Vision insurance
3884431807,0,Dental insurance
3884431807,0,401(k)
3884431807,0,Paid maternity leave
3884431807,0,Paid paternity leave
3884431807,0,Commuter benefits
3884431807,0,Disability insurance
3884926003,1,Medical insurance
3884926003,1,Paid paternity leave
3884926003,1,401(k)
3887483549,0,Medical insurance
3887483549,0,Vision insurance
3887483549,0,Dental insurance
3887483549,0,401(k)
3887483549,0,Disability insurance
3884435689,0,Medical insurance
3884435689,0,Vision insurance
3884435689,0,Dental insurance
3884435689,0,401(k)
3884435931,0,Medical insurance
3884435931,0,Vision insurance
3884435931,0,Dental insurance
3884435931,0,401(k)
3884915760,0,Medical insurance
3884915760,0,Vision insurance
3884915760,0,Dental insurance
3884915760,0,Pension plan
3884915760,0,Paid maternity leave
3887498347,1,401(k)
3887498347,1,Medical insurance
3884926672,1,Vision insurance
3884926672,1,401(k)
3887475356,1,401(k)
3887498742,1,Medical insurance
3887498742,1,Vision insurance
3887498742,1,Disability insurance
3887700602,1,401(k)
3887710464,1,401(k)
3884435811,0,Medical insurance
3884435811,0,Vision insurance
3884435811,0,Dental insurance
3884435811,0,401(k)
3887497009,1,Tuition assistance
3884430718,0,Medical insurance
3884430718,1,Vision insurance
3887707772,1,Medical insurance
3887496599,1,401(k)
3887496599,1,Disability insurance
3884436938,0,Medical insurance
3884436938,0,Vision insurance
3884436938,0,Dental insurance
3884436938,0,401(k)
3884436938,0,Paid maternity leave
3884436938,0,Paid paternity leave
3884436938,0,Disability insurance
3884442206,0,Medical insurance
3884442206,0,Vision insurance
3884442206,0,Dental insurance
3884442206,0,401(k)
3884442206,0,Tuition assistance
3884442206,0,Disability insurance
3887498577,1,401(k)
3887498577,1,Disability insurance
3884910764,1,Medical insurance
3884915082,1,Medical insurance
3884909891,1,Medical insurance
3884909891,1,401(k)
3884439351,1,Vision insurance
3887475348,1,Medical insurance
3887475348,1,Disability insurance
3887475348,1,401(k)
3884435949,1,Medical insurance
3884435949,1,401(k)
3884434802,1,401(k)
3818306840,1,Medical insurance
3818306840,1,Vision insurance
3818306840,1,Dental insurance
3884935167,1,Commuter benefits
3884935167,1,401(k)
3884935167,1,Tuition assistance
3887499463,1,401(k)
3887715456,1,401(k)
3884427966,1,401(k)
3884438082,0,Medical insurance
3884438082,0,Vision insurance
3884438082,0,Dental insurance
3884438082,0,401(k)
3887482152,1,401(k)
3887482152,1,Vision insurance
3884435908,1,Commuter benefits
3884440221,1,Vision insurance
3884440221,1,401(k)
3887477764,1,401(k)
3887477764,1,Vision insurance
3884922769,1,401(k)
3887482186,1,401(k)
3887482186,1,Vision insurance
3884436665,1,401(k)
3887477879,1,401(k)
3887477879,1,Vision insurance
3884440190,0,Medical insurance
3884440190,0,Vision insurance
3884440190,0,Dental insurance
3884440190,0,401(k)
3884440190,0,Paid maternity leave
3884440190,0,Paid paternity leave
3884937111,0,Medical insurance
3884937111,0,Pension plan
3884937111,0,Tuition assistance
3884937111,0,Disability insurance
3884937111,0,Paid maternity leave
3884937111,0,Vision insurance
3884937111,0,Dental insurance
3884937111,0,401(k)
3884938374,0,Medical insurance
3884938374,0,Vision insurance
3884938374,0,Dental insurance
3884938374,0,401(k)
3884938374,0,Pension plan
3884938374,0,Child care support
3884938374,0,Paid maternity leave
3884441232,0,Medical insurance
3884441232,0,Vision insurance
3884441232,0,Dental insurance
3884921126,1,401(k)
3884440405,0,Medical insurance
3884440405,0,Vision insurance
3884440405,0,Dental insurance
3884440405,0,401(k)
3887496480,1,401(k)
3887496480,1,Disability insurance
3884442162,0,Medical insurance
3884442162,0,Vision insurance
3884442162,0,Dental insurance
3884442162,0,401(k)
3884442162,0,Paid maternity leave
3884934443,1,401(k)
3884936354,1,401(k)
3884432826,1,401(k)
3884432826,1,Medical insurance
3887493793,1,401(k)
3884441796,0,Medical insurance
3884441796,0,Vision insurance
3884441796,0,Dental insurance
3884441796,0,401(k)
3884441796,0,Paid paternity leave
3884441796,0,Paid maternity leave
3884441796,0,Child care support
3884441796,0,Disability insurance
3884441796,0,Tuition assistance
3884434944,1,401(k)
3884438760,1,Tuition assistance
3884438760,1,401(k)
3884441141,0,Medical insurance
3884441141,0,Vision insurance
3884441141,0,Dental insurance
3884441141,0,401(k)
3884441141,0,Tuition assistance
3884441141,0,Disability insurance
3887711788,1,Medical insurance
3887712534,0,Medical insurance
3887712534,0,Vision insurance
3887712534,0,Dental insurance
3887712534,0,401(k)
3887724072,0,Medical insurance
3887724072,0,Vision insurance
3887724072,0,Dental insurance
3887724072,0,401(k)
3887724072,0,Paid maternity leave
3887724072,0,Paid paternity leave
3887724072,0,Disability insurance
3887718301,1,401(k)
3887498651,1,401(k)
3887498651,1,Pension plan
3884929729,1,401(k)
3884441321,1,401(k)
3884444605,1,401(k)
3884444605,1,Dental insurance
3884444605,1,Medical insurance
3884444605,1,Vision insurance
3884937037,0,Medical insurance
3884937037,0,Dental insurance
3884937037,0,401(k)
3884937037,0,Pension plan
3884937037,0,Paid maternity leave
3884937037,0,Paid paternity leave
3884937037,0,Tuition assistance
3884937037,0,Disability insurance
3887701059,1,401(k)
3887701059,1,Disability insurance
3887716066,1,Vision insurance
3887721206,1,Medical insurance
3887721206,1,Disability insurance
3887479111,1,401(k)
3884442997,0,Medical insurance
3884442997,0,Vision insurance
3884442997,0,Dental insurance
3884442997,0,Disability insurance
3887712571,1,401(k)
3887497608,1,401(k)
3887497608,1,Disability insurance
3884928960,1,Commuter benefits
3884928960,1,401(k)
3887700191,1,401(k)
3887700191,1,Medical insurance
3884431809,0,Medical insurance
3884431809,0,Vision insurance
3884431809,0,Dental insurance
3884431809,0,401(k)
3884431809,0,Paid maternity leave
3884431809,0,Paid paternity leave
3884431809,0,Tuition assistance
3884431809,0,Disability insurance
3887715508,1,Disability insurance
3887717110,0,Medical insurance
3887717110,0,Vision insurance
3887717110,0,Dental insurance
3887717110,0,401(k)
3887717110,0,Disability insurance
3887718124,1,401(k)
3887718124,1,Medical insurance
3887717163,1,401(k)
3887717163,1,Dental insurance
3887717163,1,Medical insurance
3887717163,1,Vision insurance
3884440738,1,401(k)
3887706153,1,Medical insurance
3887706153,1,Tuition assistance
3884439918,1,401(k)
3884436002,1,Dental insurance
3884436002,1,Disability insurance
3884437430,0,Medical insurance
3884437430,0,Dental insurance
3884437430,0,401(k)
3884437430,0,Paid paternity leave
3884437430,0,Paid maternity leave
3884498748,0,Medical insurance
3884498748,0,Vision insurance
3884498748,0,Dental insurance
3884498748,0,401(k)
3884442067,0,Medical insurance
3884442067,0,Vision insurance
3884442067,0,Dental insurance
3884442067,0,401(k)
3884442067,0,Tuition assistance
3884442067,0,Disability insurance
3887498346,1,401(k)
3887714661,1,Medical insurance
3887714661,1,401(k)
3884800655,0,Medical insurance
3884800655,0,Vision insurance
3884800655,0,Dental insurance
3884800655,0,401(k)
3884800655,0,Paid maternity leave
3887720633,0,Medical insurance
3887720633,0,Vision insurance
3887720633,0,Dental insurance
3887720633,0,401(k)
3887720633,0,Pension plan
3887712250,1,401(k)
3887496592,1,401(k)
3887496592,1,Disability insurance
3884934389,1,Commuter benefits
3884934389,1,401(k)
3884934389,1,Tuition assistance
3884443116,0,Medical insurance
3884443116,0,Vision insurance
3884443116,0,Dental insurance
3884443116,0,401(k)
3884443116,0,Child care support
3884443116,0,Paid maternity leave
3884443116,0,Paid paternity leave
3884443116,0,Commuter benefits
3884443116,0,Tuition assistance
3884443116,0,Disability insurance
3887477760,1,401(k)
3887477760,1,Vision insurance
3887837475,1,Disability insurance
3887837475,1,401(k)
3884928796,1,401(k)
3887715382,0,Vision insurance
3887715382,0,Dental insurance
3887715382,0,401(k)
3887715382,0,Paid paternity leave
3887715382,0,Paid maternity leave
3887715382,0,Medical insurance
3884994017,1,401(k)
3884438525,0,Medical insurance
3884438525,0,Vision insurance
3884438525,0,Dental insurance
3884438525,0,401(k)
3884802331,0,Medical insurance
3884802331,0,Vision insurance
3884802331,0,Dental insurance
3884802331,0,401(k)
3884802331,0,Paid maternity leave
3884802331,0,Paid paternity leave
3884802331,0,Disability insurance
3887700259,1,401(k)
3887700259,1,Medical insurance
3887700424,1,401(k)
3887704942,1,401(k)
3887704942,1,Vision insurance
3887720847,0,Medical insurance
3887720847,0,Vision insurance
3887720847,0,Dental insurance
3887720847,0,401(k)
3887720847,0,Disability insurance
3887720847,0,Tuition assistance
3884934417,0,Medical insurance
3884934417,0,Vision insurance
3884934417,0,Dental insurance
3884934417,0,401(k)
3884934417,0,Tuition assistance
3884934417,0,Disability insurance
3887836565,1,Disability insurance
3887836565,1,401(k)
3887480528,0,Medical insurance
3887480528,0,Vision insurance
3887480528,0,Dental insurance
3887480528,0,401(k)
3887480528,0,Tuition assistance
3887837646,0,Medical insurance
3887837646,0,Vision insurance
3887837646,0,Dental insurance
3887837646,0,401(k)
3887499529,1,401(k)
3887499529,1,Disability insurance
3887710723,1,Disability insurance
3887710723,1,401(k)
3884932599,1,Commuter benefits
3884932599,1,401(k)
3884437737,1,Disability insurance
3884437737,1,401(k)
3884433956,0,Medical insurance
3884433956,0,Vision insurance
3884433956,0,Dental insurance
3887710924,0,Medical insurance
3887710924,0,Vision insurance
3887710924,0,Dental insurance
3887710924,0,401(k)
3887710924,0,Paid maternity leave
3887710924,0,Paid paternity leave
3887710924,0,Commuter benefits
3887710924,0,Student loan assistance
3887710924,0,Disability insurance
3887710924,0,Tuition assistance
3884498907,0,Medical insurance
3884498907,0,Vision insurance
3884498907,0,Dental insurance
3884498907,0,401(k)
3884498907,0,Child care support
3884498907,0,Paid paternity leave
3884498907,0,Student loan assistance
3884498907,0,Paid maternity leave
3884436742,1,401(k)
3884436742,1,Dental insurance
3884436742,1,Medical insurance
3884436742,1,Vision insurance
3887719423,1,Disability insurance
3884429809,0,Medical insurance
3884429809,0,Vision insurance
3884429809,0,Dental insurance
3884429809,0,401(k)
3884429809,0,Pension plan
3884429809,0,Paid maternity leave
3884429809,0,Tuition assistance
3884429809,0,Disability insurance
3884931402,1,401(k)
3884928059,0,Medical insurance
3884928059,0,Vision insurance
3884928059,0,Dental insurance
